,yearID,teamID,lgID,playerID,G_all,GS,G_batting,G_defense,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,G_ph,G_pr
104770,2018,LAN,NL,goedder01,26,0.0,25,26.0,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104788,2018,HOU,AL,gonzama01,145,136.0,145,140.0,0,0,24,32,3,39,73,2,1,73,1.0,7.0,1.0
104802,2018,HOU,AL,gourryu01,136,132.0,136,129.0,0,0,109,15,21,2,0,0,0,0,8.0,4.0,0.0
104806,2018,LAN,NL,grandya01,140,111.0,140,137.0,0,135,2,0,0,0,0,0,0,0,0.0,21.0,0.0
104812,2018,NYA,AL,grayso01,30,23.0,1,30.0,30,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104813,2018,NYA,AL,greench03,63,0.0,3,63.0,63,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104816,2018,NYA,AL,gregodi01,134,130.0,134,132.0,0,0,0,0,0,132,0,0,0,0,0.0,3.0,0.0
104824,2018,HOU,AL,guduare01,3,0.0,0,3.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104841,2018,NYA,AL,haleda02,3,0.0,0,3.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104842,2018,BOS,AL,haleyju01,4,0.0,0,4.0,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104857,2018,NYA,AL,happja01,11,11.0,0,11.0,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104862,2018,HOU,AL,harriwi02,61,0.0,2,61.0,61,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104871,2018,NYA,AL,hechaad01,18,11.0,18,18.0,0,0,0,0,4,16,0,0,0,0,0.0,0.0,0.0
104876,2018,BOS,AL,hembrhe01,67,0.0,6,67.0,67,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104884,2018,LAN,NL,hernaen02,145,104.0,145,135.0,1,0,8,41,9,22,18,63,19,87,0.0,28.0,0.0
104897,2018,NYA,AL,hicksaa01,137,131.0,137,131.0,0,0,0,0,0,0,0,131,0,131,3.0,6.0,0.0
104900,2018,NYA,AL,higasky01,29,20.0,29,27.0,0,27,0,0,0,0,0,0,0,0,2.0,2.0,1.0
104902,2018,LAN,NL,hillri01,25,24.0,23,25.0,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104907,2018,NYA,AL,holdejo02,60,1.0,6,60.0,60,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104913,2018,BOS,AL,holtbr01,109,84.0,109,98.0,0,0,7,56,5,23,6,0,11,16,2.0,15.0,1.0
104919,2018,HOU,AL,hoytja01,1,0.0,0,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104921,2018,LAN,NL,hudsoda01,40,1.0,37,40.0,40,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104940,2018,HOU,AL,jamesjo02,6,3.0,0,6.0,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104943,2018,LAN,NL,janseke01,69,0.0,65,69.0,69,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104952,2018,BOS,AL,johnsbr02,38,13.0,2,38.0,38,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104964,2018,NYA,AL,judgeaa01,112,108.0,112,91.0,0,0,0,0,0,0,0,1,90,91,19.0,3.0,0.0
104968,2018,NYA,AL,kahnlto01,24,0.0,2,24.0,24,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104977,2018,BOS,AL,kellyjo05,73,0.0,6,73.0,73,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104979,2018,LAN,NL,kempma01,146,119.0,146,120.0,0,0,0,0,0,0,75,0,51,120,5.0,27.0,0.0
104980,2018,HOU,AL,kempto01,97,76.0,97,89.0,0,0,0,7,0,0,61,32,2,85,2.0,11.0,1.0
104985,2018,LAN,NL,kershcl01,27,26.0,25,26.0,26,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
104986,2018,HOU,AL,keuchda01,34,34.0,1,34.0,34,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104990,2018,BOS,AL,kimbrcr01,63,0.0,7,63.0,63,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104996,2018,BOS,AL,kinslia01,37,35.0,37,37.0,0,0,0,37,0,0,0,0,0,0,0.0,2.0,0.0
105009,2018,NYA,AL,kontoge01,1,0.0,0,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105037,2018,BOS,AL,leonsa01,89,78.0,89,87.0,0,87,0,0,0,0,0,0,0,0,0.0,2.0,0.0
105040,2018,LAN,NL,liberad01,17,0.0,17,17.0,17,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105042,2018,BOS,AL,lintz01,37,13.0,37,32.0,0,0,0,4,1,23,0,6,0,6,1.0,3.0,6.0
105047,2018,NYA,AL,loaisjo01,9,4.0,1,9.0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105049,2018,LAN,NL,locasti01,18,3.0,18,5.0,0,0,0,0,0,0,1,4,0,5,0.0,5.0,9.0
105073,2018,NYA,AL,lynnla01,11,9.0,1,11.0,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105077,2018,LAN,NL,machama01,66,65.0,66,66.0,0,0,0,0,16,51,0,0,0,0,0.0,0.0,0.0
105078,2018,LAN,NL,madsory01,9,0.0,9,9.0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105080,2018,LAN,NL,maedake01,41,20.0,39,39.0,39,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0
105086,2018,HOU,AL,maldoma01,41,34.0,41,40.0,0,40,0,0,0,0,0,0,0,0,0.0,1.0,0.0
105094,2018,HOU,AL,marisja01,103,57.0,103,98.0,0,0,0,0,0,0,1,96,1,98,2.0,5.0,11.0
105105,2018,BOS,AL,martijd02,150,150.0,150,57.0,0,0,0,0,0,0,32,0,25,57,93.0,0.0,0.0
105127,2018,HOU,AL,mccanbr01,63,56.0,63,62.0,0,62,0,0,0,0,0,0,0,0,1.0,3.0,1.0
105132,2018,HOU,AL,mcculla02,25,22.0,1,25.0,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105133,2018,NYA,AL,mccutan01,25,25.0,25,24.0,0,0,0,0,0,0,12,0,15,24,1.0,0.0,0.0
105142,2018,HOU,AL,mchugco01,58,0.0,5,58.0,58,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105143,2018,NYA,AL,mckinbi01,2,2.0,2,2.0,0,0,0,0,0,0,2,0,0,2,0.0,0.0,0.0
105187,2018,NYA,AL,montgjo01,6,6.0,0,6.0,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105194,2018,BOS,AL,morelmi01,124,104.0,124,116.0,0,0,116,0,0,0,0,0,0,0,1.0,11.0,1.0
105202,2018,HOU,AL,mortoch02,30,30.0,3,30.0,30,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105210,2018,LAN,NL,muncyma01,137,102.0,137,121.0,0,0,84,13,38,0,6,0,0,6,1.0,30.0,0.0
105222,2018,LAN,NL,nealza01,1,0.0,1,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105242,2018,BOS,AL,nunezed02,127,121.0,127,116.0,0,0,0,74,45,0,0,0,0,0,10.0,6.0,0.0
105268,2018,HOU,AL,osunaro01,23,0.0,1,23.0,23,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105280,2018,LAN,NL,pareded02,15,0.0,13,15.0,15,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105287,2018,HOU,AL,peacobr01,61,1.0,3,61.0,61,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105288,2018,BOS,AL,pearcst01,50,36.0,50,34.0,0,0,31,0,0,0,2,0,2,4,11.0,10.0,0.0
105290,2018,LAN,NL,pederjo01,148,88.0,148,132.0,0,0,0,0,0,0,116,32,2,132,0.0,36.0,0.0
105291,2018,BOS,AL,pedrodu01,3,3.0,3,3.0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0
105305,2018,HOU,AL,perezci01,8,0.0,1,8.0,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105315,2018,NYA,AL,peterja01,3,2.0,3,3.0,0,0,0,0,0,0,2,0,1,3,0.0,0.0,0.0
105323,2018,BOS,AL,phillbr01,9,5.0,9,8.0,0,0,0,5,4,0,0,0,0,0,2.0,3.0,0.0
105340,2018,BOS,AL,pomerdr01,26,11.0,3,26.0,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105343,2018,BOS,AL,porceri01,33,33.0,3,33.0,33,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105347,2018,BOS,AL,poynebo01,20,0.0,2,20.0,20,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105349,2018,HOU,AL,pressry01,26,0.0,2,26.0,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105351,2018,BOS,AL,priceda01,30,30.0,0,30.0,30,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105354,2018,LAN,NL,puigya01,125,107.0,125,118.0,0,0,0,0,0,0,0,0,118,118,0.0,15.0,0.0
105363,2018,BOS,AL,ramirha01,44,44.0,44,25.0,0,0,25,0,0,0,0,0,0,0,19.0,0.0,0.0
105378,2018,HOU,AL,reddijo01,134,119.0,134,128.0,0,0,0,0,0,0,43,0,111,128,4.0,10.0,2.0
105380,2018,HOU,AL,reedaj01,1,1.0,1,1.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0
105387,2018,BOS,AL,rendato01,1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
105411,2018,NYA,AL,roberda08,69,0.0,4,69.0,69,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105414,2018,NYA,AL,robinsh01,25,17.0,25,24.0,0,0,0,0,0,0,7,2,17,24,1.0,0.0,3.0
105422,2018,BOS,AL,rodried05,27,23.0,1,27.0,27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105438,2018,NYA,AL,rominau01,77,68.0,77,76.0,0,76,0,0,0,0,0,0,0,0,0.0,3.0,0.0
105441,2018,HOU,AL,rondohe01,63,0.0,7,63.0,63,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105447,2018,LAN,NL,rosscza01,17,0.0,16,17.0,17,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105459,2018,LAN,NL,ryuhy01,16,15.0,16,15.0,15,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
105462,2018,NYA,AL,sabatcc01,29,29.0,0,29.0,29,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105468,2018,BOS,AL,salech01,27,27.0,1,27.0,27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105476,2018,NYA,AL,sanchga02,89,86.0,89,76.0,0,76,0,0,0,0,0,0,0,0,12.0,3.0,0.0
105482,2018,LAN,NL,santade01,2,0.0,2,1.0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
105498,2018,BOS,AL,scottro02,9,0.0,1,9.0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105501,2018,LAN,NL,seageco01,26,24.0,26,25.0,0,0,0,0,0,25,0,0,0,0,0.0,2.0,0.0
105506,2018,NYA,AL,severlu01,32,32.0,2,32.0,32,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105514,2018,NYA,AL,sheffju01,3,0.0,0,3.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105520,2018,NYA,AL,shrevch01,40,0.0,3,40.0,40,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105528,2018,HOU,AL,sippto01,54,0.0,3,54.0,54,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105536,2018,BOS,AL,smithca02,18,0.0,1,18.0,18,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105541,2018,HOU,AL,smithjo05,56,0.0,6,56.0,56,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105569,2018,HOU,AL,springe01,140,136.0,140,128.0,0,0,0,0,0,0,1,80,77,128,10.0,2.0,2.0
105574,2018,NYA,AL,stantmi03,158,157.0,158,72.0,0,0,0,0,0,0,36,0,37,72,86.0,1.0,0.0
105575,2018,HOU,AL,stassma01,88,65.0,88,82.0,0,82,0,0,0,0,0,0,0,0,1.0,9.0,2.0
105580,2018,LAN,NL,stewabr01,9,2.0,9,9.0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105593,2018,HOU,AL,strawmy01,9,2.0,9,9.0,0,0,0,0,0,0,1,3,5,9,0.0,0.0,4.0
105595,2018,LAN,NL,stripro01,36,21.0,35,33.0,33,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0
105611,2018,BOS,AL,swihabl01,82,41.0,82,60.0,0,28,10,1,3,0,9,0,14,21,14.0,19.0,7.0
105615,2018,NYA,AL,tanakma01,27,27.0,3,27.0,27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105617,2018,NYA,AL,tarplst01,10,0.0,0,10.0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105621,2018,LAN,NL,tayloch03,155,128.0,155,142.0,0,0,0,12,0,81,24,50,0,63,0.0,18.0,1.0
105633,2018,BOS,AL,thornty01,25,0.0,0,25.0,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105637,2018,LAN,NL,tolesan01,17,5.0,17,10.0,0,0,0,0,0,0,2,8,1,10,0.0,9.0,0.0
105641,2018,NYA,AL,torregl01,123,119.0,123,123.0,0,0,0,109,0,21,0,0,0,0,0.0,2.0,0.0
105643,2018,NYA,AL,torrero01,41,24.0,41,38.0,0,0,0,20,11,9,0,0,0,0,0.0,4.0,0.0
105647,2018,BOS,AL,travisa01,19,6.0,19,10.0,0,0,3,0,0,0,6,0,1,7,5.0,8.0,1.0
105656,2018,HOU,AL,tuckeky01,28,15.0,28,23.0,0,0,0,0,0,0,20,1,3,23,0.0,5.0,2.0
105664,2018,LAN,NL,turneju01,103,94.0,103,96.0,0,0,0,0,96,0,0,0,0,0,4.0,7.0,0.0
105670,2018,LAN,NL,uriasju01,3,0.0,3,3.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105673,2018,LAN,NL,utleych01,87,35.0,87,51.0,0,0,2,50,0,0,0,0,0,0,0.0,46.0,0.0
105676,2018,HOU,AL,valdefr01,8,5.0,0,8.0,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105681,2018,LAN,NL,valerbr01,20,4.0,20,7.0,0,0,0,5,3,0,0,0,1,1,0.0,14.0,0.0
105687,2018,BOS,AL,vazquch01,80,67.0,80,76.0,0,75,0,0,2,0,0,0,0,0,2.0,4.0,1.0
105690,2018,BOS,AL,velazhe01,47,8.0,3,47.0,47,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105691,2018,LAN,NL,vendipa01,15,0.0,14,15.0,15,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105694,2018,LAN,NL,verdual01,37,16.0,37,28.0,0,0,0,0,0,0,12,8,16,28,0.0,13.0,0.0
105696,2018,HOU,AL,verlaju01,34,34.0,2,34.0,34,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105707,2018,NYA,AL,voitlu01,39,35.0,39,32.0,0,0,32,0,0,0,0,0,1,1,4.0,4.0,0.0
105713,2018,NYA,AL,wadety01,36,15.0,36,34.0,0,0,0,26,1,2,1,1,5,7,0.0,2.0,9.0
105716,2018,BOS,AL,waldema01,8,0.0,2,8.0,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105719,2018,NYA,AL,walkene01,113,95.0,113,102.0,0,0,42,32,25,0,1,0,15,16,5.0,13.0,0.0
105723,2018,NYA,AL,warread01,24,0.0,3,24.0,24,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105736,2018,HOU,AL,whitety01,66,53.0,66,42.0,0,0,42,0,0,0,0,0,0,0,20.0,6.0,0.0
105763,2018,LAN,NL,woodal02,33,27.0,31,33.0,33,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105767,2018,BOS,AL,workmbr01,43,0.0,4,43.0,43,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105771,2018,BOS,AL,wrighst01,20,4.0,2,20.0,20,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105791,2019,HOU,AL,abreubr01,7,0.0,0,7.0,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105801,2019,NYA,AL,adamsch01,13,0.0,0,13.0,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105817,2019,LAN,NL,alexasc01,28,0.0,27,28.0,28,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105837,2019,HOU,AL,altuvjo01,124,121.0,124,121.0,0,0,0,121,0,1,0,0,0,0,2.0,2.0,0.0
105840,2019,HOU,AL,alvaryo01,87,83.0,87,10.0,0,0,0,0,0,0,10,0,0,10,74.0,4.0,0.0
105856,2019,NYA,AL,andujmi01,12,12.0,12,4.0,0,0,0,0,4,0,0,0,0,0,8.0,0.0,0.0
105863,2019,HOU,AL,armenro01,5,2.0,0,5.0,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105882,2019,LAN,NL,baezpe01,71,0.0,66,71.0,71,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105890,2019,LAN,NL,barneau01,75,62.0,75,65.0,0,64,0,1,0,0,0,0,0,0,0.0,12.0,0.0
105893,2019,BOS,AL,barnema01,70,0.0,8,70.0,70,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105901,2019,NYA,AL,barreja01,2,0.0,0,2.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105911,2019,LAN,NL,beatyma01,99,57.0,99,75.0,0,0,35,0,9,0,34,0,2,35,2.0,32.0,1.0
105918,2019,LAN,NL,bellico01,156,151.0,156,153.0,0,0,36,0,0,0,0,25,115,136,0.0,3.0,0.0
105923,2019,BOS,AL,beninan01,138,134.0,138,136.0,0,0,0,0,0,0,131,12,0,136,1.0,2.0,1.0
105927,2019,NYA,AL,betande01,1,0.0,0,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105929,2019,BOS,AL,bettsmo01,150,148.0,150,143.0,0,0,0,0,0,0,0,17,132,143,7.0,0.0,1.0
105930,2019,HOU,AL,biagijo01,13,0.0,1,13.0,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105938,2019,NYA,AL,birdgr01,10,10.0,10,10.0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0
105951,2019,BOS,AL,bogaexa01,155,154.0,155,153.0,0,0,0,0,0,153,0,0,0,0,1.0,1.0,0.0
105969,2019,BOS,AL,bradlja02,147,138.0,147,145.0,0,0,0,0,0,0,0,144,3,145,0.0,4.0,1.0
105970,2019,HOU,AL,brantmi02,148,143.0,148,123.0,0,0,0,0,0,0,120,0,9,123,25.0,5.0,0.0
105972,2019,BOS,AL,brasiry01,62,0.0,5,62.0,62,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105976,2019,HOU,AL,bregmal01,156,156.0,156,151.0,0,0,0,0,99,65,0,0,0,0,6.0,0.0,0.0
105978,2019,BOS,AL,breweco01,58,0.0,1,58.0,58,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105983,2019,NYA,AL,brittza01,66,0.0,5,66.0,66,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
105996,2019,LAN,NL,buehlwa01,30,30.0,29,30.0,30,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106030,2019,BOS,AL,cashnan01,25,6.0,2,25.0,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106046,2019,BOS,AL,centeju01,7,3.0,7,5.0,0,5,0,0,0,0,0,0,0,0,1.0,3.0,0.0
106049,2019,NYA,AL,cessalu01,43,0.0,2,43.0,43,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106050,2019,BOS,AL,chacijh01,6,5.0,0,6.0,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106054,2019,NYA,AL,chapmar01,60,0.0,3,60.0,60,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106056,2019,LAN,NL,chargjt01,21,0.0,19,21.0,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106059,2019,BOS,AL,chavimi01,95,85.0,95,93.0,0,0,49,45,5,0,0,0,0,0,1.0,4.0,1.0
106061,2019,HOU,AL,chiriro01,114,106.0,114,112.0,0,112,0,0,0,0,0,0,0,0,0.0,2.0,0.0
106077,2019,HOU,AL,colege01,33,33.0,3,33.0,33,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106093,2019,HOU,AL,correca01,75,75.0,75,75.0,0,0,0,0,0,75,0,0,0,0,0.0,0.0,0.0
106094,2019,NYA,AL,cortene01,33,1.0,2,33.0,33,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106113,2019,LAN,NL,darnatr01,1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
106146,2019,HOU,AL,devench02,61,1.0,7,61.0,61,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106147,2019,BOS,AL,deverra01,156,152.0,156,152.0,0,0,0,0,152,1,0,0,0,0,1.0,4.0,0.0
106148,2019,HOU,AL,diazal02,69,55.0,69,62.0,0,0,26,25,19,5,4,0,0,4,2.0,9.0,3.0
106185,2019,NYA,AL,dullry01,3,0.0,0,3.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106209,2019,NYA,AL,encared01,44,44.0,44,12.0,0,0,12,0,0,0,0,0,0,0,32.0,0.0,0.0
106212,2019,BOS,AL,eovalna01,23,12.0,1,23.0,23,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106220,2019,NYA,AL,estrath01,35,16.0,35,28.0,0,0,0,17,0,9,2,0,2,4,1.0,3.0,7.0
106233,2019,LAN,NL,ferguca01,46,2.0,42,46.0,46,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106239,2019,HOU,AL,fishede01,17,13.0,17,14.0,0,0,0,0,0,0,11,0,5,14,2.0,0.0,1.0
106246,2019,LAN,NL,florody01,50,0.0,46,50.0,50,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106253,2019,NYA,AL,fordmi01,50,36.0,50,30.0,1,0,29,0,0,0,0,0,0,0,14.0,12.0,0.0
106262,2019,NYA,AL,frazicl01,69,59.0,69,53.0,0,0,0,0,0,0,17,0,36,53,15.0,4.0,1.0
106268,2019,LAN,NL,freesda01,79,39.0,79,50.0,0,0,50,0,2,0,0,0,0,0,3.0,36.0,0.0
106277,2019,LAN,NL,galero01,5,4.0,5,4.0,0,4,0,0,0,0,0,0,0,0,0.0,1.0,0.0
106298,2019,LAN,NL,garciyi01,64,0.0,61,64.0,64,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106299,2019,NYA,AL,gardnbr01,141,131.0,141,140.0,0,0,0,0,0,0,45,98,0,140,1.0,3.0,1.0
106300,2019,LAN,NL,garliky01,30,9.0,30,15.0,0,0,0,0,0,0,12,0,5,15,0.0,18.0,1.0
106310,2019,NYA,AL,gearrco01,18,0.0,1,18.0,18,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106315,2019,NYA,AL,germado01,27,24.0,3,27.0,27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106332,2019,LAN,NL,gonsoto01,11,6.0,10,11.0,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106348,2019,HOU,AL,gourryu01,144,143.0,144,143.0,0,0,110,4,42,0,0,0,0,0,1.0,1.0,0.0
106356,2019,NYA,AL,greench03,54,15.0,2,54.0,54,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106361,2019,NYA,AL,gregodi01,82,79.0,82,80.0,0,0,0,0,0,80,0,0,0,0,1.0,0.0,1.0
106364,2019,HOU,AL,greinza01,10,10.0,1,10.0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106371,2019,HOU,AL,guduare01,7,0.0,0,7.0,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106386,2019,LAN,NL,gyorkje01,24,6.0,24,16.0,0,0,7,1,9,0,0,0,0,0,1.0,12.0,1.0
106392,2019,NYA,AL,haleda02,20,0.0,0,20.0,20,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106403,2019,NYA,AL,happja01,32,30.0,2,31.0,31,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
106408,2019,HOU,AL,harriwi02,68,0.0,5,68.0,68,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106414,2019,NYA,AL,harvejo01,9,0.0,1,9.0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106426,2019,NYA,AL,hellebe01,6,0.0,0,6.0,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106429,2019,BOS,AL,hembrhe01,45,0.0,0,45.0,45,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106437,2019,BOS,AL,hernada02,29,1.0,2,29.0,29,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106439,2019,LAN,NL,hernaen02,130,100.0,130,122.0,0,0,2,85,1,11,10,20,17,43,0.0,22.0,1.0
106441,2019,BOS,AL,hernago01,20,12.0,20,15.0,0,0,0,0,0,0,6,2,7,15,1.0,2.0,3.0
106443,2019,BOS,AL,hernama02,61,29.0,61,50.0,0,0,0,48,0,2,0,0,0,0,3.0,19.0,4.0
106451,2019,NYA,AL,hicksaa01,59,56.0,59,58.0,0,0,0,0,0,0,0,58,0,58,1.0,1.0,0.0
106454,2019,NYA,AL,higasky01,18,14.0,18,18.0,0,18,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106457,2019,LAN,NL,hillri01,13,13.0,11,13.0,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106464,2019,NYA,AL,holdejo02,34,1.0,2,34.0,34,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106469,2019,BOS,AL,holtbr01,87,73.0,87,82.0,0,0,11,60,4,6,4,0,6,9,1.0,12.0,1.0
106496,2019,HOU,AL,jamesjo02,49,1.0,3,49.0,49,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106499,2019,LAN,NL,janseke01,62,0.0,59,62.0,62,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106510,2019,BOS,AL,johnsbr02,22,7.0,3,21.0,21,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
106520,2019,NYA,AL,judgeaa01,102,99.0,102,92.0,0,0,0,0,0,0,0,0,92,92,10.0,2.0,0.0
106523,2019,NYA,AL,kahnlto01,72,0.0,6,72.0,72,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106533,2019,BOS,AL,kelletr01,10,0.0,0,10.0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106535,2019,LAN,NL,kellyjo05,55,0.0,52,55.0,55,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106539,2019,HOU,AL,kempto01,66,41.0,66,52.0,0,0,0,29,0,0,14,11,0,25,6.0,12.0,2.0
106543,2019,LAN,NL,kershcl01,29,28.0,28,29.0,29,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106553,2019,NYA,AL,kingmi01,1,0.0,0,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106564,2019,LAN,NL,kolarad01,27,0.0,25,27.0,26,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0
