,playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
103228,farmeky01,2017,1,LAN,NL,20,20,1,6,1,0,0,2.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,2.0
103237,felizmi01,2017,1,HOU,AL,46,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
103241,fieldjo03,2017,1,LAN,NL,57,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103244,fiersmi01,2017,1,HOU,AL,30,1,1,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
103246,fishede01,2017,1,HOU,AL,53,146,21,31,4,1,5,17.0,3.0,3.0,17,54.0,1.0,3.0,0.0,0.0,1.0
103247,fistedo01,2017,1,BOS,AL,18,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103259,fontwi01,2017,1,LAN,NL,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103260,forsylo01,2017,1,LAN,NL,119,361,56,81,19,0,6,36.0,3.0,2.0,69,109.0,1.0,4.0,0.0,5.0,12.0
103262,fowledu01,2017,1,NYA,AL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103268,frazicl01,2017,1,NYA,AL,39,134,16,31,9,4,4,17.0,1.0,0.0,7,43.0,0.0,0.0,0.0,1.0,2.0
103270,frazito01,2017,2,NYA,AL,66,194,33,43,4,1,11,32.0,0.0,0.0,35,54.0,1.0,10.0,0.0,2.0,6.0
103274,freemmi01,2017,2,LAN,NL,4,5,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
103289,gallegi01,2017,1,NYA,AL,16,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103300,garcija02,2017,3,NYA,AL,8,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
103307,gardnbr01,2017,1,NYA,AL,151,594,96,157,26,4,21,63.0,23.0,5.0,72,122.0,2.0,8.0,5.0,3.0,4.0
103315,gattiev01,2017,1,HOU,AL,84,300,41,79,22,0,12,55.0,0.0,1.0,18,50.0,0.0,4.0,0.0,3.0,10.0
103324,germado01,2017,1,NYA,AL,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103327,gileske01,2017,1,HOU,AL,63,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103347,gonzaad01,2017,1,LAN,NL,71,231,14,56,17,0,3,30.0,0.0,1.0,16,43.0,1.0,0.0,0.0,4.0,7.0
103351,gonzama01,2017,1,HOU,AL,134,455,67,138,34,0,23,90.0,8.0,3.0,49,99.0,4.0,6.0,3.0,2.0,8.0
103367,gourryu01,2017,1,HOU,AL,139,529,69,158,43,1,18,75.0,3.0,2.0,22,62.0,1.0,7.0,0.0,6.0,12.0
103370,grandcu01,2017,2,LAN,NL,36,112,16,18,2,0,7,12.0,2.0,0.0,18,33.0,0.0,2.0,0.0,0.0,1.0
103371,grandya01,2017,1,LAN,NL,129,438,50,108,27,0,22,58.0,0.0,1.0,40,130.0,0.0,0.0,1.0,3.0,10.0
103377,grayso01,2017,2,NYA,AL,11,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103378,greench03,2017,1,NYA,AL,40,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103381,gregelu01,2017,1,HOU,AL,65,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103382,gregodi01,2017,1,NYA,AL,136,534,73,153,27,0,25,87.0,3.0,1.0,25,70.0,1.0,3.0,0.0,7.0,7.0
103391,guduare01,2017,1,HOU,AL,22,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103396,gustaja01,2017,1,HOU,AL,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103398,gutiefr01,2017,1,LAN,NL,35,56,8,13,3,0,1,8.0,0.0,1.0,7,16.0,0.0,0.0,0.0,0.0,2.0
103420,harriwi02,2017,1,HOU,AL,46,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103423,hatchch02,2017,1,LAN,NL,26,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103428,headlch01,2017,1,NYA,AL,147,512,77,140,30,1,12,61.0,9.0,2.0,60,132.0,2.0,6.0,1.0,7.0,10.0
103435,hellebe01,2017,1,NYA,AL,9,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103438,hembrhe01,2017,1,BOS,AL,62,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103446,hernaen02,2017,1,LAN,NL,140,297,46,64,24,2,11,37.0,3.0,0.0,41,80.0,2.0,0.0,1.0,3.0,4.0
103449,hernama02,2017,1,BOS,AL,21,58,7,16,3,0,0,2.0,0.0,1.0,1,15.0,0.0,1.0,0.0,0.0,0.0
103450,hernate01,2017,1,HOU,AL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103454,herrero01,2017,1,NYA,AL,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103459,hicksaa01,2017,1,NYA,AL,88,301,54,80,18,0,15,52.0,10.0,5.0,51,67.0,0.0,3.0,1.0,5.0,8.0
103461,higasky01,2017,1,NYA,AL,9,18,2,0,0,0,0,0.0,0.0,0.0,2,6.0,0.0,0.0,0.0,0.0,0.0
103464,hillri01,2017,1,LAN,NL,25,45,1,5,1,0,0,4.0,0.0,0.0,0,18.0,0.0,2.0,1.0,1.0,0.0
103467,holdejo02,2017,1,NYA,AL,37,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103470,hollima01,2017,1,NYA,AL,105,373,50,86,18,0,19,64.0,1.0,0.0,46,114.0,0.0,3.0,0.0,5.0,14.0
103472,holtbr01,2017,1,BOS,AL,64,140,20,28,6,0,0,7.0,2.0,1.0,19,34.0,0.0,3.0,0.0,2.0,3.0
103479,hoytja01,2017,1,HOU,AL,43,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
103500,jankojo01,2017,1,HOU,AL,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103502,janseke01,2017,1,LAN,NL,65,4,0,2,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
103513,johnsbr02,2017,1,BOS,AL,5,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103525,judgeaa01,2017,1,NYA,AL,155,542,128,154,24,3,52,114.0,9.0,4.0,127,208.0,11.0,5.0,0.0,4.0,15.0
103529,kahnlto01,2017,2,NYA,AL,32,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103534,kellyjo05,2017,1,BOS,AL,54,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103538,kempto01,2017,1,HOU,AL,17,37,6,8,1,0,0,4.0,1.0,0.0,1,5.0,0.0,1.0,0.0,0.0,0.0
103541,kendrky01,2017,1,BOS,AL,2,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0
103544,kershcl01,2017,1,LAN,NL,27,49,6,9,1,0,0,2.0,0.0,0.0,4,13.0,0.0,0.0,6.0,0.0,2.0
103545,keuchda01,2017,1,HOU,AL,23,3,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
103547,kimbrcr01,2017,1,BOS,AL,67,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103565,kozmape01,2017,1,NYA,AL,11,9,2,1,0,0,0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0
103567,kratzer01,2017,1,NYA,AL,4,2,0,2,1,0,0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103582,layneto01,2017,1,NYA,AL,19,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103594,leonsa01,2017,1,BOS,AL,85,271,32,61,14,0,7,39.0,0.0,0.0,25,74.0,1.0,1.0,1.0,3.0,5.0
103597,liberad01,2017,1,LAN,NL,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103601,lintz01,2017,1,BOS,AL,25,56,7,15,0,2,0,2.0,1.0,1.0,9,17.0,0.0,0.0,1.0,0.0,0.0
103603,liriafr01,2017,2,HOU,AL,20,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103608,locasti01,2017,1,LAN,NL,3,1,0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103632,maddoau01,2017,1,BOS,AL,13,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103635,maedake01,2017,1,LAN,NL,30,39,2,5,1,0,0,4.0,0.0,0.0,0,3.0,0.0,0.0,5.0,0.0,1.0
103649,marisja01,2017,1,HOU,AL,106,230,50,56,10,0,16,35.0,9.0,4.0,20,90.0,1.0,6.0,2.0,1.0,5.0
103655,marrede01,2017,1,BOS,AL,71,171,32,36,9,0,4,27.0,5.0,0.0,12,61.0,0.0,0.0,3.0,2.0,8.0
103657,martefr01,2017,1,HOU,AL,32,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103666,martiky01,2017,1,BOS,AL,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103682,maybica01,2017,2,HOU,AL,21,59,6,11,1,1,4,13.0,4.0,3.0,3,16.0,0.0,0.0,1.0,0.0,1.0
103689,mccanbr01,2017,1,HOU,AL,97,349,47,84,12,1,18,62.0,1.0,0.0,38,58.0,3.0,7.0,0.0,5.0,9.0
103691,mccarbr01,2017,1,LAN,NL,19,23,2,1,0,0,0,0.0,0.0,0.0,3,16.0,0.0,0.0,2.0,0.0,0.0
103693,mcculla02,2017,1,HOU,AL,22,3,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103701,mchugco01,2017,1,HOU,AL,12,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
103730,mitchbr01,2017,1,NYA,AL,20,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103740,montgjo01,2017,1,NYA,AL,29,3,0,0,0,0,0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,1.0
103746,moranco01,2017,1,HOU,AL,7,11,3,4,0,1,1,3.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
103747,morelmi01,2017,1,BOS,AL,149,508,73,125,34,0,22,79.0,0.0,1.0,57,120.0,6.0,6.0,0.0,5.0,14.0
103757,morrobr01,2017,1,LAN,NL,45,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103759,mortoch02,2017,1,HOU,AL,25,3,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103770,musgrjo01,2017,1,HOU,AL,38,5,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
103801,nunezed02,2017,2,BOS,AL,38,165,23,53,12,0,8,27.0,6.0,2.0,6,25.0,0.0,2.0,0.0,0.0,3.0
103829,pareded02,2017,1,LAN,NL,10,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103834,paulida01,2017,1,HOU,AL,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103837,peacobr01,2017,1,HOU,AL,34,7,1,2,1,0,0,2.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0
103839,pederjo01,2017,1,LAN,NL,102,273,44,58,20,0,11,35.0,4.0,3.0,39,68.0,1.0,10.0,0.0,1.0,7.0
103840,pedrodu01,2017,1,BOS,AL,105,406,46,119,19,0,7,62.0,4.0,3.0,49,48.0,4.0,2.0,2.0,4.0,11.0
103876,pinedmi01,2017,1,NYA,AL,17,3,0,1,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,1.0,0.0,0.0
103887,pomerdr01,2017,1,BOS,AL,32,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
103888,porceri01,2017,1,BOS,AL,33,4,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
103897,priceda01,2017,1,BOS,AL,16,1,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103902,puigya01,2017,1,LAN,NL,152,499,72,131,24,2,28,74.0,15.0,6.0,64,100.0,8.0,2.0,0.0,5.0,21.0
103913,ramirha01,2017,1,BOS,AL,133,496,58,120,24,0,23,62.0,1.0,3.0,51,116.0,8.0,6.0,0.0,0.0,15.0
103919,ramirno01,2017,1,BOS,AL,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103926,ravinjo01,2017,1,LAN,NL,14,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
103931,reddijo01,2017,1,HOU,AL,134,477,77,150,34,4,13,82.0,7.0,3.0,43,72.0,1.0,0.0,1.0,12.0,9.0
103933,reedad01,2017,2,BOS,AL,29,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103934,reedaj01,2017,1,HOU,AL,2,6,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
103936,refsnro01,2017,1,NYA,AL,20,37,3,5,1,1,0,0.0,2.0,0.0,3,8.0,0.0,0.0,0.0,0.0,0.0
103960,roberda08,2017,2,NYA,AL,30,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103969,rodried05,2017,1,BOS,AL,25,7,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
103983,rominau01,2017,1,NYA,AL,80,229,19,50,9,1,2,21.0,0.0,0.0,16,57.0,0.0,2.0,2.0,3.0,7.0
103984,romose01,2017,1,LAN,NL,30,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
103998,rossro01,2017,1,BOS,AL,8,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104011,rutlejo01,2017,1,BOS,AL,37,107,10,24,2,1,0,9.0,1.0,0.0,9,31.0,0.0,2.0,0.0,0.0,1.0
104013,ryuhy01,2017,1,LAN,NL,25,30,3,4,1,0,0,0.0,0.0,0.0,3,18.0,0.0,1.0,4.0,0.0,0.0
104015,sabatcc01,2017,1,NYA,AL,27,3,0,0,0,0,0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0
104020,salech01,2017,1,BOS,AL,32,3,0,1,1,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
104028,sanchga02,2017,1,NYA,AL,122,471,79,131,20,0,33,90.0,2.0,1.0,40,120.0,1.0,10.0,0.0,4.0,9.0
104031,sandopa01,2017,1,BOS,AL,32,99,10,21,2,0,4,12.0,0.0,1.0,8,24.0,0.0,0.0,0.0,1.0,4.0
104055,scottro02,2017,1,BOS,AL,57,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104059,seageco01,2017,1,LAN,NL,145,539,85,159,33,0,22,77.0,4.0,2.0,67,131.0,5.0,4.0,0.0,3.0,14.0
104061,segedro01,2017,1,LAN,NL,13,20,3,4,2,0,0,1.0,0.0,0.0,0,7.0,0.0,0.0,0.0,0.0,0.0
104063,selskst01,2017,1,BOS,AL,8,9,0,1,1,0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0
104066,severlu01,2017,1,NYA,AL,31,5,1,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
104077,shrevch01,2017,1,NYA,AL,44,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
104084,sippto01,2017,1,HOU,AL,46,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104091,smithca02,2017,1,BOS,AL,8,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104092,smithca03,2017,1,NYA,AL,9,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104119,springe01,2017,1,HOU,AL,140,548,112,155,29,0,34,85.0,5.0,7.0,64,111.0,1.0,11.0,0.0,4.0,11.0
104125,stassma01,2017,1,HOU,AL,14,24,5,4,1,0,2,4.0,0.0,0.0,6,4.0,0.0,0.0,0.0,1.0,2.0
104130,stewabr01,2017,1,LAN,NL,17,4,0,1,0,0,0,1.0,0.0,0.0,0,2.0,0.0,0.0,1.0,0.0,0.0
104140,stripro01,2017,1,LAN,NL,51,9,2,0,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0
104155,swihabl01,2017,1,BOS,AL,6,5,1,1,0,0,0,0.0,0.0,0.0,2,3.0,0.0,0.0,0.0,0.0,0.0
104161,tanakma01,2017,1,NYA,AL,30,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,1.0,0.0,0.0
104164,taylobe03,2017,1,BOS,AL,14,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104165,tayloch03,2017,1,LAN,NL,140,514,85,148,34,5,21,72.0,17.0,4.0,50,142.0,0.0,3.0,0.0,1.0,2.0
104177,thomptr01,2017,1,LAN,NL,27,49,6,6,2,1,1,2.0,0.0,0.0,6,23.0,1.0,0.0,0.0,0.0,0.0
104179,tolesan01,2017,1,LAN,NL,31,96,17,26,3,0,5,15.0,0.0,1.0,5,16.0,0.0,1.0,0.0,0.0,3.0
104180,tollias01,2017,1,HOU,AL,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104189,torrero01,2017,1,NYA,AL,108,315,35,92,15,1,3,36.0,2.0,0.0,11,43.0,0.0,1.0,5.0,4.0,9.0
104191,travisa01,2017,1,BOS,AL,33,76,13,20,6,0,0,1.0,1.0,0.0,6,23.0,0.0,1.0,0.0,0.0,2.0
104202,turneju01,2017,1,LAN,NL,130,457,72,147,32,0,21,71.0,7.0,1.0,59,56.0,5.0,19.0,1.0,7.0,12.0
104210,uriasju01,2017,1,LAN,NL,5,6,0,1,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,1.0,0.0,0.0
104212,utleych01,2017,1,LAN,NL,127,309,43,73,20,4,8,34.0,6.0,1.0,32,57.0,0.0,9.0,1.0,2.0,3.0
104221,vanslsc01,2017,1,LAN,NL,29,41,6,5,1,0,2,3.0,1.0,0.0,7,15.0,1.0,0.0,0.0,0.0,0.0
104225,vazquch01,2017,1,BOS,AL,99,324,43,94,18,2,5,32.0,7.0,2.0,17,64.0,0.0,3.0,0.0,1.0,14.0
104227,velazhe01,2017,1,BOS,AL,8,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104228,verdual01,2017,1,LAN,NL,15,23,1,4,0,0,1,1.0,0.0,1.0,2,4.0,0.0,0.0,0.0,0.0,1.0
104231,verlaju01,2017,2,HOU,AL,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104247,wadety01,2017,1,NYA,AL,30,58,7,9,4,0,0,2.0,1.0,1.0,5,19.0,0.0,0.0,0.0,0.0,2.0
104256,warread01,2017,1,NYA,AL,46,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104259,watsoto01,2017,2,LAN,NL,24,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104262,webbty01,2017,1,NYA,AL,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104271,whitety01,2017,1,HOU,AL,22,61,7,17,6,0,3,10.0,0.0,1.0,4,16.0,0.0,1.0,0.0,1.0,0.0
104278,willima07,2017,1,NYA,AL,5,16,3,4,0,0,0,1.0,2.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0
104295,woodal02,2017,1,LAN,NL,27,52,1,3,0,0,0,4.0,0.0,0.0,2,29.0,0.0,0.0,4.0,0.0,1.0
104302,workmbr01,2017,1,BOS,AL,33,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104306,wrighst01,2017,1,BOS,AL,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104314,youngch04,2017,1,BOS,AL,90,243,30,57,12,2,7,25.0,3.0,2.0,30,55.0,0.0,2.0,0.0,1.0,4.0
104330,adamsch01,2018,1,NYA,AL,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104343,alexasc01,2018,1,LAN,NL,73,5,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,1.0,0.0,0.0
104356,altuvjo01,2018,1,HOU,AL,137,534,84,169,29,2,13,61.0,17.0,4.0,55,79.0,4.0,6.0,3.0,1.0,17.0
104373,andujmi01,2018,1,NYA,AL,149,573,83,170,47,2,27,92.0,2.0,1.0,25,97.0,2.0,4.0,0.0,4.0,9.0
104388,austity01,2018,1,NYA,AL,34,121,16,27,6,0,8,23.0,1.0,1.0,8,53.0,0.0,2.0,0.0,1.0,2.0
104395,axforjo01,2018,2,LAN,NL,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104398,baezpe01,2018,1,LAN,NL,55,4,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
104406,barneau01,2018,1,LAN,NL,100,200,32,41,5,0,4,14.0,4.0,3.0,31,67.0,4.0,6.0,1.0,0.0,7.0
104410,barnema01,2018,1,BOS,AL,62,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104436,beeksja01,2018,1,BOS,AL,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104442,bellico01,2018,1,LAN,NL,162,557,84,145,28,7,25,76.0,14.0,1.0,69,151.0,9.0,3.0,0.0,3.0,7.0
104446,beninan01,2018,1,BOS,AL,148,579,103,168,41,6,16,87.0,21.0,3.0,71,106.0,1.0,2.0,2.0,7.0,9.0
104450,betande01,2018,1,NYA,AL,66,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
104452,bettsmo01,2018,1,BOS,AL,136,520,129,180,47,5,32,80.0,30.0,6.0,81,91.0,8.0,8.0,0.0,5.0,5.0
104457,birdgr01,2018,1,NYA,AL,82,272,23,54,16,1,11,38.0,0.0,0.0,30,78.0,1.0,5.0,0.0,4.0,4.0
104468,bogaexa01,2018,1,BOS,AL,136,513,72,148,45,3,23,103.0,8.0,2.0,55,102.0,4.0,6.0,0.0,6.0,14.0
104486,bradlja02,2018,1,BOS,AL,144,474,76,111,33,4,13,59.0,17.0,1.0,46,137.0,3.0,11.0,0.0,4.0,6.0
104488,brasiry01,2018,1,BOS,AL,34,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104492,bregmal01,2018,1,HOU,AL,157,594,105,170,51,1,31,103.0,10.0,4.0,96,85.0,2.0,12.0,0.0,3.0,15.0
104501,brittza01,2018,2,NYA,AL,25,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104509,buehlwa01,2018,1,LAN,NL,24,43,1,7,0,0,0,1.0,0.0,0.0,2,21.0,0.0,0.0,2.0,0.0,0.0
104520,butleda01,2018,1,BOS,AL,2,6,0,1,0,0,0,1.0,0.0,0.0,0,2.0,0.0,0.0,0.0,1.0,0.0
104562,cessalu01,2018,1,NYA,AL,16,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
104565,chapmar01,2018,1,NYA,AL,55,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104567,chargjt01,2018,1,LAN,NL,39,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104580,cingrto01,2018,1,LAN,NL,30,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104589,coleaj01,2018,2,NYA,AL,28,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104590,colege01,2018,1,HOU,AL,32,9,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0.0,0.0,0.0,0.0,0.0
104605,corcida01,2018,1,LAN,NL,2,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
104609,correca01,2018,1,HOU,AL,110,402,60,96,20,1,15,65.0,3.0,0.0,53,111.0,3.0,2.0,0.0,11.0,17.0
104626,cuevawi01,2018,1,BOS,AL,9,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104642,davisjd01,2018,1,HOU,AL,42,103,9,18,2,0,1,5.0,0.0,0.0,10,29.0,0.0,0.0,0.0,0.0,3.0
104649,deetzde01,2018,1,HOU,AL,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104666,devench02,2018,1,HOU,AL,50,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104667,deverra01,2018,1,BOS,AL,121,450,59,108,24,0,21,66.0,5.0,2.0,38,121.0,6.0,0.0,0.0,2.0,9.0
104684,doziebr01,2018,2,LAN,NL,47,143,16,26,9,0,5,20.0,4.0,0.0,24,33.0,0.0,1.0,0.0,2.0,5.0
104691,drurybr01,2018,1,NYA,AL,18,51,2,9,2,0,1,7.0,0.0,0.0,5,12.0,0.0,1.0,0.0,0.0,4.0
104718,eovalna01,2018,2,BOS,AL,12,2,1,0,0,0,0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0
104730,farmeky01,2018,1,LAN,NL,39,68,1,16,4,1,0,9.0,0.0,0.0,5,15.0,1.0,3.0,0.0,1.0,1.0
