,2015,2016,2017,2018,2019
Reg_BA,0.250943057,0.252473433,0.261530211,0.249138713,0.26741895
Post_BA,0.1,,0.208920188,0.21875,0.239344262
Reg_HR_avg,0.038081552,0.033528765,0.043081873,0.048413418,0.054809242
Post_HR_avg,,,0.045643615,0.042045455,0.058421344
Reg_ERA,4.03,4.16,3.72,3.78,4.31
Post_ERA,3,,2.965317919,5.931818182,2.865306122
Reg_HRA_avg,0.124857078,0.149824971,0.132535665,0.121538109,0.171864172
Post_HRA_avg,0.1,,0.399247008,0.163888889,0.143554362
