,2015,2016,2017,2018,2019
Reg_BA,0.2499535747446611,0.2493657122145705,0.24907544378698224,0.2501794687724336,0.25617229907196637
Post_BA,0.23809523809523808,0.21714285714285714,0.24193548387096775,0.20512820512820512,0.21965317919075145
Reg_HR_avg,0.034726090993500464,0.034251540413193185,0.040865384615384616,0.04217516152189519,0.05079191698525396
Post_HR_avg,0.005769772023641992,0.027977712824260138,0.032148989259412376,0.0320378074558602,0.045764875150840066
Reg_ERA,3.44,3.7,3.38,3.38,3.37
Post_ERA,4.5,4.59375,3.3169533169533163,3.4934210526315788,4.200000000000001
Reg_HRA_avg,0.10029974636845745,0.11355815554026152,0.12736502076603598,0.12127371273712736,0.12796864191837676
Post_HRA_avg,0.1090169992609017,0.13056888763410504,0.18148156149717348,0.11230158730158729,0.2036967418546366
