,yearID,round,playerID,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
13631,2017,ALDS2,deverra01,BOS,AL,4,11,3,4,0,0,2,5,0,0.0,2,4,0,0.0,0.0,1.0,1.0
13641,2017,ALCS,ellsbja01,NYA,AL,2,1,1,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0
13642,2017,ALDS1,ellsbja01,NYA,AL,3,4,0,0,0,0,0,0,0,0.0,2,2,0,0.0,0.0,0.0,0.0
13643,2017,ALWC,ellsbja01,NYA,AL,1,4,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13647,2017,NLCS,ethiean01,LAN,NL,2,8,1,2,0,0,1,1,0,0.0,0,3,0,0.0,0.0,0.0,0.0
13648,2017,NLDS1,ethiean01,LAN,NL,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0
13649,2017,WS,ethiean01,LAN,NL,5,5,0,2,0,0,0,1,0,0.0,1,0,0,0.0,0.0,0.0,0.0
13650,2017,NLCS,farmeky01,LAN,NL,4,3,0,0,0,0,0,1,0,0.0,0,1,0,0.0,0.0,1.0,0.0
13651,2017,NLDS1,farmeky01,LAN,NL,1,1,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0
13652,2017,NLCS,fieldjo03,LAN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13653,2017,NLDS1,fieldjo03,LAN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13654,2017,WS,fieldjo03,LAN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13655,2017,ALCS,fishede01,HOU,AL,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0
13656,2017,ALDS2,fishede01,HOU,AL,2,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0
13657,2017,WS,fishede01,HOU,AL,2,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13658,2017,ALDS2,fistedo01,BOS,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13659,2017,NLCS,forsylo01,LAN,NL,4,10,2,2,1,0,0,2,0,0.0,4,3,1,0.0,0.0,0.0,0.0
13660,2017,NLDS1,forsylo01,LAN,NL,3,9,4,4,0,0,0,1,1,0.0,1,0,1,0.0,0.0,0.0,0.0
13661,2017,WS,forsylo01,LAN,NL,7,18,3,5,1,0,0,3,1,1.0,4,4,1,0.0,0.0,0.0,1.0
13662,2017,ALCS,frazito01,NYA,AL,7,22,3,4,1,0,1,4,0,0.0,2,4,0,0.0,0.0,0.0,0.0
13663,2017,ALDS1,frazito01,NYA,AL,5,17,3,4,1,0,0,1,0,1.0,2,5,0,0.0,0.0,0.0,0.0
13664,2017,ALWC,frazito01,NYA,AL,1,4,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0
13665,2017,ALDS1,garcija02,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13666,2017,ALCS,gardnbr01,NYA,AL,7,27,2,4,1,0,0,1,0,0.0,1,9,0,1.0,0.0,0.0,0.0
13667,2017,ALDS1,gardnbr01,NYA,AL,5,21,2,6,1,0,0,2,1,1.0,1,3,0,0.0,1.0,1.0,2.0
13668,2017,ALWC,gardnbr01,NYA,AL,1,4,3,2,0,0,1,1,0,0.0,1,0,0,0.0,0.0,0.0,0.0
13669,2017,ALCS,gattiev01,HOU,AL,4,10,2,1,0,0,1,2,0,0.0,2,2,0,0.0,0.0,1.0,0.0
13670,2017,ALDS2,gattiev01,HOU,AL,3,10,2,4,2,0,0,1,0,0.0,2,3,0,0.0,0.0,0.0,0.0
13671,2017,WS,gattiev01,HOU,AL,6,10,1,3,0,0,0,0,0,0.0,5,0,2,0.0,0.0,0.0,0.0
13672,2017,ALCS,gileske01,HOU,AL,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13673,2017,ALDS2,gileske01,HOU,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13674,2017,WS,gileske01,HOU,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13683,2017,ALCS,gonzama01,HOU,AL,7,22,2,3,1,0,0,0,0,0.0,2,4,0,0.0,0.0,0.0,0.0
13684,2017,ALDS2,gonzama01,HOU,AL,4,15,2,3,1,0,0,2,0,0.0,0,6,0,2.0,0.0,0.0,0.0
13685,2017,WS,gonzama01,HOU,AL,7,24,3,5,2,0,1,2,0,0.0,4,5,2,0.0,0.0,0.0,1.0
13687,2017,ALCS,gourryu01,HOU,AL,7,24,2,6,3,0,0,4,0,0.0,2,4,0,0.0,0.0,0.0,0.0
13688,2017,ALDS2,gourryu01,HOU,AL,4,17,1,9,1,1,0,0,0,0.0,1,1,0,0.0,0.0,0.0,0.0
13689,2017,WS,gourryu01,HOU,AL,7,28,2,6,3,0,2,4,0,0.0,1,5,0,0.0,0.0,0.0,1.0
13690,2017,NLCS,grandcu01,LAN,NL,3,7,0,0,0,0,0,0,0,0.0,0,4,0,0.0,0.0,0.0,0.0
13691,2017,NLDS1,grandcu01,LAN,NL,3,8,1,1,0,0,0,0,0,0.0,0,4,0,0.0,0.0,0.0,0.0
13692,2017,NLCS,grandya01,LAN,NL,1,1,0,0,0,0,0,0,0,0.0,3,0,0,0.0,0.0,0.0,0.0
13693,2017,NLDS1,grandya01,LAN,NL,1,4,0,0,0,0,0,0,0,0.0,0,2,0,0.0,0.0,0.0,0.0
13694,2017,WS,grandya01,LAN,NL,2,3,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0
13697,2017,ALCS,grayso01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13698,2017,ALDS1,grayso01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13699,2017,ALCS,greench03,NYA,AL,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13700,2017,ALDS1,greench03,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13701,2017,ALWC,greench03,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13702,2017,ALCS,gregelu01,HOU,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13703,2017,ALDS2,gregelu01,HOU,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13704,2017,WS,gregelu01,HOU,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13705,2017,ALCS,gregodi01,NYA,AL,7,28,2,7,1,1,0,1,0,0.0,0,8,0,0.0,0.0,0.0,0.0
13706,2017,ALDS1,gregodi01,NYA,AL,5,17,3,4,0,0,2,3,0,0.0,6,3,2,0.0,0.0,0.0,0.0
13707,2017,ALWC,gregodi01,NYA,AL,1,3,1,1,0,0,1,3,0,0.0,1,1,1,0.0,0.0,0.0,0.0
13714,2017,ALCS,harriwi02,HOU,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13715,2017,ALDS2,harriwi02,HOU,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13716,2017,WS,harriwi02,HOU,AL,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13717,2017,ALCS,headlch01,NYA,AL,6,18,2,7,1,0,0,1,0,0.0,0,4,0,0.0,0.0,0.0,0.0
13718,2017,ALDS1,headlch01,NYA,AL,5,12,0,0,0,0,0,0,0,0.0,1,6,0,0.0,0.0,0.0,0.0
13722,2017,NLCS,hernaen02,LAN,NL,4,9,3,4,0,0,3,7,0,1.0,2,1,0,0.0,0.0,0.0,0.0
13723,2017,NLDS1,hernaen02,LAN,NL,3,3,1,1,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0
13724,2017,WS,hernaen02,LAN,NL,6,13,2,3,0,0,0,1,0,0.0,2,3,0,1.0,0.0,0.0,0.0
13727,2017,ALCS,hicksaa01,NYA,AL,7,24,2,2,1,0,0,0,0,0.0,2,8,0,0.0,0.0,0.0,0.0
13728,2017,ALDS1,hicksaa01,NYA,AL,5,19,3,6,1,0,1,4,0,0.0,1,6,0,0.0,0.0,0.0,1.0
13729,2017,ALWC,hicksaa01,NYA,AL,1,3,0,1,0,0,0,1,0,0.0,1,0,0,0.0,0.0,0.0,0.0
13731,2017,NLCS,hillri01,LAN,NL,1,1,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0
13732,2017,NLDS1,hillri01,LAN,NL,1,1,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0
13733,2017,WS,hillri01,LAN,NL,2,2,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0
13735,2017,ALCS,hollima01,NYA,AL,1,3,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13736,2017,ALDS2,holtbr01,BOS,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13739,2017,NLCS,janseke01,LAN,NL,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13740,2017,NLDS1,janseke01,LAN,NL,3,1,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0
13741,2017,WS,janseke01,LAN,NL,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13744,2017,ALCS,judgeaa01,NYA,AL,7,24,5,6,2,0,3,7,0,1.0,4,11,0,0.0,0.0,0.0,1.0
13745,2017,ALDS1,judgeaa01,NYA,AL,5,20,1,1,1,0,0,2,0,0.0,4,16,0,0.0,0.0,0.0,0.0
13746,2017,ALWC,judgeaa01,NYA,AL,1,4,3,2,0,0,1,2,0,0.0,1,0,0,0.0,0.0,0.0,0.0
13747,2017,ALCS,kahnlto01,NYA,AL,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13748,2017,ALDS1,kahnlto01,NYA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13749,2017,ALWC,kahnlto01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13750,2017,ALDS2,kellyjo05,BOS,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13753,2017,NLCS,kershcl01,LAN,NL,2,4,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0
13754,2017,NLDS1,kershcl01,LAN,NL,1,2,0,1,0,0,0,0,0,0.0,0,1,0,0.0,1.0,0.0,0.0
13755,2017,WS,kershcl01,LAN,NL,3,2,0,0,0,0,0,0,0,0.0,0,1,0,0.0,1.0,0.0,0.0
13756,2017,ALCS,keuchda01,HOU,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13757,2017,ALDS2,keuchda01,HOU,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13758,2017,WS,keuchda01,HOU,AL,2,2,0,0,0,0,0,0,0,0.0,0,2,0,0.0,0.0,0.0,0.0
13759,2017,ALDS2,kimbrcr01,BOS,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13769,2017,ALDS2,leonsa01,BOS,AL,2,8,0,4,0,0,0,2,0,0.0,0,2,0,0.0,0.0,0.0,0.0
13774,2017,ALCS,liriafr01,HOU,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13775,2017,ALDS2,liriafr01,HOU,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13776,2017,WS,liriafr01,HOU,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13779,2017,ALDS2,maddoau01,BOS,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13781,2017,NLCS,maedake01,LAN,NL,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13782,2017,NLDS1,maedake01,LAN,NL,2,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13783,2017,WS,maedake01,LAN,NL,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13784,2017,ALDS2,marrede01,BOS,AL,1,2,0,0,0,0,0,0,0,0.0,0,2,0,0.0,0.0,0.0,0.0
13794,2017,ALCS,maybica01,HOU,AL,1,3,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0
13795,2017,ALDS2,maybica01,HOU,AL,2,1,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13796,2017,WS,maybica01,HOU,AL,3,3,1,1,0,0,0,0,1,0.0,0,1,0,0.0,0.0,0.0,0.0
13797,2017,ALCS,mccanbr01,HOU,AL,6,16,1,3,2,0,0,3,0,0.0,3,5,0,1.0,0.0,0.0,1.0
13798,2017,ALDS2,mccanbr01,HOU,AL,4,16,0,2,0,0,0,2,0,0.0,0,4,0,1.0,0.0,0.0,0.0
13799,2017,WS,mccanbr01,HOU,AL,7,25,2,5,0,0,1,2,0,0.0,1,8,0,2.0,0.0,0.0,1.0
13800,2017,WS,mccarbr01,LAN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13801,2017,ALCS,mcculla02,HOU,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13802,2017,ALDS2,mcculla02,HOU,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13803,2017,WS,mcculla02,HOU,AL,2,1,0,0,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13805,2017,ALCS,mchugco01,HOU,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13806,2017,WS,mchugco01,HOU,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13810,2017,ALDS2,morelmi01,BOS,AL,4,13,4,5,2,0,0,0,0,0.0,2,2,0,0.0,0.0,0.0,0.0
13811,2017,NLCS,morrobr01,LAN,NL,4,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13812,2017,NLDS1,morrobr01,LAN,NL,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13813,2017,WS,morrobr01,LAN,NL,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13814,2017,ALCS,mortoch02,HOU,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13815,2017,ALDS2,mortoch02,HOU,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13816,2017,WS,mortoch02,HOU,AL,2,1,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0
13818,2017,ALCS,musgrjo01,HOU,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13819,2017,ALDS2,musgrjo01,HOU,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13820,2017,WS,musgrjo01,HOU,AL,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13822,2017,ALDS2,nunezed02,BOS,AL,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13826,2017,ALCS,peacobr01,HOU,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13827,2017,ALDS2,peacobr01,HOU,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13828,2017,WS,peacobr01,HOU,AL,4,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13829,2017,NLCS,pederjo01,LAN,NL,5,5,1,1,1,0,0,0,0,0.0,0,2,0,0.0,1.0,0.0,0.0
13830,2017,WS,pederjo01,LAN,NL,6,18,6,6,2,0,3,5,0,0.0,2,8,0,0.0,0.0,0.0,0.0
13831,2017,ALDS2,pedrodu01,BOS,AL,4,16,0,2,0,0,0,0,0,0.0,2,2,0,0.0,0.0,0.0,0.0
13839,2017,ALDS2,pomerdr01,BOS,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13840,2017,ALDS2,porceri01,BOS,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13841,2017,ALDS2,priceda01,BOS,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13842,2017,NLCS,puigya01,LAN,NL,5,18,6,7,1,0,1,2,0,1.0,4,2,0,0.0,0.0,0.0,2.0
13843,2017,NLDS1,puigya01,LAN,NL,3,11,0,5,1,1,0,4,0,1.0,2,1,0,0.0,0.0,0.0,0.0
13844,2017,WS,puigya01,LAN,NL,7,27,2,4,0,0,2,4,0,0.0,0,5,0,1.0,0.0,0.0,0.0
13847,2017,ALDS2,ramirha01,BOS,AL,4,14,2,8,2,0,0,3,0,0.0,1,2,0,0.0,0.0,0.0,0.0
13851,2017,ALCS,reddijo01,HOU,AL,7,25,1,1,0,0,0,0,0,0.0,1,6,0,0.0,0.0,0.0,1.0
13852,2017,ALDS2,reddijo01,HOU,AL,4,16,3,6,0,0,0,2,0,0.0,2,2,0,0.0,0.0,0.0,1.0
13853,2017,WS,reddijo01,HOU,AL,7,24,3,4,1,0,0,0,0,0.0,2,5,1,0.0,0.0,0.0,2.0
13854,2017,ALDS2,reedad01,BOS,AL,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13859,2017,ALCS,roberda08,NYA,AL,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13860,2017,ALDS1,roberda08,NYA,AL,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13861,2017,ALWC,roberda08,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13864,2017,ALDS2,rodried05,BOS,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13866,2017,ALCS,rominau01,NYA,AL,2,2,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13873,2017,ALCS,sabatcc01,NYA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13874,2017,ALDS1,sabatcc01,NYA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13876,2017,ALDS2,salech01,BOS,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13877,2017,ALCS,sanchga02,NYA,AL,7,26,1,5,1,0,1,5,0,0.0,1,9,0,0.0,0.0,1.0,0.0
13878,2017,ALDS1,sanchga02,NYA,AL,5,23,3,4,0,0,2,3,0,0.0,0,10,0,0.0,0.0,0.0,1.0
13879,2017,ALWC,sanchga02,NYA,AL,1,4,1,2,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13885,2017,NLDS1,seageco01,LAN,NL,3,11,3,3,0,1,0,2,1,0.0,4,3,0,0.0,0.0,0.0,0.0
13886,2017,WS,seageco01,LAN,NL,7,27,4,6,1,0,1,4,0,0.0,3,9,0,0.0,0.0,1.0,2.0
13887,2017,ALCS,severlu01,NYA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13888,2017,ALDS1,severlu01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13889,2017,ALWC,severlu01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13892,2017,ALDS2,smithca02,BOS,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13895,2017,ALCS,springe01,HOU,AL,7,26,1,3,0,0,0,0,0,0.0,4,7,0,0.0,0.0,0.0,2.0
13896,2017,ALDS2,springe01,HOU,AL,4,17,4,7,2,0,1,2,0,0.0,2,4,0,0.0,0.0,0.0,0.0
13897,2017,WS,springe01,HOU,AL,7,29,8,11,3,0,5,7,0,0.0,5,8,1,0.0,0.0,0.0,0.0
13900,2017,NLCS,stripro01,LAN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13901,2017,WS,stripro01,LAN,NL,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13904,2017,ALCS,tanakma01,NYA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13905,2017,ALDS1,tanakma01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13907,2017,NLCS,tayloch03,LAN,NL,5,19,5,6,1,1,2,3,0,0.0,5,2,0,0.0,0.0,0.0,0.0
13908,2017,NLDS1,tayloch03,LAN,NL,3,13,3,3,1,0,0,1,0,0.0,2,3,0,0.0,0.0,0.0,0.0
13909,2017,WS,tayloch03,LAN,NL,7,27,4,6,2,0,1,3,0,1.0,4,5,0,1.0,0.0,0.0,0.0
13912,2017,ALCS,torrero01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13913,2017,ALDS1,torrero01,NYA,AL,1,1,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0
13914,2017,NLCS,turneju01,LAN,NL,5,18,3,6,0,0,2,7,0,0.0,5,4,0,0.0,0.0,0.0,0.0
13915,2017,NLDS1,turneju01,LAN,NL,3,13,1,6,0,0,1,5,1,0.0,1,1,0,1.0,0.0,0.0,0.0
13916,2017,WS,turneju01,LAN,NL,7,25,4,4,2,0,1,2,0,0.0,4,4,0,2.0,0.0,0.0,1.0
13919,2017,NLCS,utleych01,LAN,NL,3,7,0,0,0,0,0,0,0,0.0,0,4,0,1.0,0.0,0.0,1.0
13920,2017,NLDS1,utleych01,LAN,NL,2,2,0,0,0,0,0,0,0,0.0,2,0,0,0.0,0.0,0.0,0.0
13921,2017,WS,utleych01,LAN,NL,4,6,1,0,0,0,0,0,0,0.0,0,1,0,1.0,0.0,0.0,0.0
13923,2017,ALDS2,vazquch01,BOS,AL,2,6,1,2,0,0,0,0,0,0.0,2,2,0,0.0,0.0,0.0,0.0
13924,2017,ALCS,verlaju01,HOU,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13925,2017,ALDS2,verlaju01,HOU,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13926,2017,WS,verlaju01,HOU,AL,2,3,0,0,0,0,0,0,0,0.0,0,3,0,0.0,1.0,0.0,0.0
13929,2017,ALCS,warread01,NYA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13930,2017,ALDS1,warread01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13931,2017,NLCS,watsoto01,LAN,NL,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13932,2017,NLDS1,watsoto01,LAN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13933,2017,WS,watsoto01,LAN,NL,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13937,2017,NLCS,woodal02,LAN,NL,1,2,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0
13938,2017,WS,woodal02,LAN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13939,2017,ALDS2,youngch04,BOS,AL,1,2,1,1,1,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0
13948,2018,NLDS2,alexasc01,LAN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13949,2018,WS,alexasc01,LAN,NL,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13954,2018,ALCS,altuvjo01,HOU,AL,5,20,4,5,1,0,0,2,0,0.0,3,4,0,0.0,0.0,0.0,0.0
13955,2018,ALDS2,altuvjo01,HOU,AL,3,14,4,4,1,0,1,2,0,0.0,0,2,0,0.0,0.0,0.0,1.0
13957,2018,ALDS1,andujmi01,NYA,AL,3,9,0,1,0,0,0,0,0,0.0,1,2,0,0.0,0.0,0.0,1.0
13958,2018,ALWC,andujmi01,NYA,AL,1,1,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0
13964,2018,NLCS,baezpe01,LAN,NL,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13965,2018,NLDS2,baezpe01,LAN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13966,2018,WS,baezpe01,LAN,NL,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13967,2018,NLCS,barneau01,LAN,NL,5,18,0,2,0,0,0,2,0,0.0,2,9,0,0.0,0.0,0.0,0.0
13968,2018,WS,barneau01,LAN,NL,5,11,0,0,0,0,0,0,0,0.0,1,5,0,0.0,0.0,0.0,0.0
13969,2018,ALCS,barnema01,BOS,AL,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13970,2018,ALDS1,barnema01,BOS,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13971,2018,WS,barnema01,BOS,AL,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13973,2018,NLCS,bellico01,LAN,NL,7,25,3,5,1,0,1,4,2,0.0,1,6,0,0.0,0.0,0.0,0.0
13974,2018,NLDS2,bellico01,LAN,NL,4,11,1,0,0,0,0,0,2,0.0,4,4,0,0.0,0.0,0.0,0.0
13975,2018,WS,bellico01,LAN,NL,5,16,1,1,0,0,0,0,0,1.0,0,6,0,0.0,0.0,0.0,0.0
13976,2018,ALCS,beninan01,BOS,AL,5,24,4,5,2,0,0,1,0,0.0,0,7,0,0.0,0.0,0.0,0.0
13977,2018,ALDS1,beninan01,BOS,AL,4,14,5,4,1,0,0,3,2,0.0,3,3,0,1.0,0.0,0.0,0.0
13978,2018,WS,beninan01,BOS,AL,5,18,6,6,1,0,0,1,0,0.0,1,3,0,0.0,0.0,0.0,0.0
13979,2018,ALDS1,betande01,NYA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13980,2018,ALWC,betande01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
